elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/5/2024,"BECKHAM","BECKHAM COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,1,"CHAD WILLIAMS",LIB,17,67,336,420,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,2,"J. BRIAN BINGMAN",REP,180,1511,4350,6041,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",10002,"FOR CORPORATION COMMISSIONER",,12,12,3,"HAROLD D SPRADLING",DEM,51,260,734,1045,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,1,"YES",,110,691,2316,3117,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20003,"SUPREME COURT DISTRICT 3",,12,12,2,"NO",,110,1044,2843,3997,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,1,"YES",,103,675,2252,3030,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20004,"SUPREME COURT DISTRICT 4",,12,12,2,"NO",,119,1053,2876,4048,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,1,"YES",,109,717,2399,3225,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20007,"SUPREME COURT DISTRICT 7",,12,12,2,"NO",,114,1009,2749,3872,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,1,"YES",,136,992,2989,4117,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,12,12,2,"NO",,78,688,2036,2802,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,1,"YES",,147,963,3023,4133,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,12,12,2,"NO",,72,713,2002,2787,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,1,"YES",,125,898,2865,3888,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,12,12,2,"NO",,91,776,2155,3022,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,1,"YES",,138,1010,3076,4224,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,12,12,2,"NO",,77,665,1957,2699,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,1,"YES",,142,1007,3030,4179,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,12,12,2,"NO",,72,668,1992,2732,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,1,"YES",,136,990,2988,4114,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,12,12,2,"NO",,77,682,2022,2781,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,1,"YES",,128,901,2770,3799,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,12,12,2,"NO",,85,764,2240,3089,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,1,"YES",,127,949,2833,3909,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,12,12,2,"NO",,87,719,2176,2982,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,1,"YES",,128,919,2865,3912,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,12,12,2,"NO",,84,751,2151,2986,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,1,"FOR THE PROPOSAL - YES",,82,691,2048,2821,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,12,12,2,"AGAINST THE PROPOSAL - NO",,151,1040,3158,4349,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,1,"FOR THE PROPOSAL - YES",,215,1614,4794,6623,,
11/5/2024,"BECKHAM","BECKHAM COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,12,12,2,"AGAINST THE PROPOSAL - NO",,31,181,542,754,,
11/5/2024,"BLAINE","BLAINE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,1,"CHASE OLIVER | MIKE TER MAAT",LIB,0,1,8,9,,
11/5/2024,"BLAINE","BLAINE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,2,"DONALD J. TRUMP | JD VANCE",REP,92,554,2408,3054,,
11/5/2024,"BLAINE","BLAINE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,3,"KAMALA D. HARRIS | TIM WALZ",DEM,26,107,538,671,,
11/5/2024,"BLAINE","BLAINE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,0,3,41,44,,
11/5/2024,"BLAINE","BLAINE COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,5,"CHRIS GARRITY | CODY BALLARD",IND,1,0,7,8,,
11/5/2024,"BLAINE","BLAINE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,1,"CHAD WILLIAMS",LIB,5,33,231,269,,
11/5/2024,"BLAINE","BLAINE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,2,"J. BRIAN BINGMAN",REP,80,520,2212,2812,,
11/5/2024,"BLAINE","BLAINE COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,3,"HAROLD D SPRADLING",DEM,26,101,494,621,,
11/5/2024,"BLAINE","BLAINE COUNTY",20003,"SUPREME COURT DISTRICT 3",,9,9,1,"YES",,48,208,1173,1429,,
11/5/2024,"BLAINE","BLAINE COUNTY",20003,"SUPREME COURT DISTRICT 3",,9,9,2,"NO",,62,404,1662,2128,,
11/5/2024,"BLAINE","BLAINE COUNTY",20004,"SUPREME COURT DISTRICT 4",,9,9,1,"YES",,49,208,1178,1435,,
11/5/2024,"BLAINE","BLAINE COUNTY",20004,"SUPREME COURT DISTRICT 4",,9,9,2,"NO",,62,400,1651,2113,,
11/5/2024,"BLAINE","BLAINE COUNTY",20007,"SUPREME COURT DISTRICT 7",,9,9,1,"YES",,46,224,1231,1501,,
11/5/2024,"BLAINE","BLAINE COUNTY",20007,"SUPREME COURT DISTRICT 7",,9,9,2,"NO",,64,386,1597,2047,,
11/5/2024,"BLAINE","BLAINE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,9,9,1,"YES",,53,311,1548,1912,,
11/5/2024,"BLAINE","BLAINE COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,9,9,2,"NO",,54,274,1219,1547,,
11/5/2024,"BLAINE","BLAINE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,9,9,1,"YES",,56,302,1581,1939,,
11/5/2024,"BLAINE","BLAINE COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,9,9,2,"NO",,50,282,1187,1519,,
11/5/2024,"BLAINE","BLAINE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,9,9,1,"YES",,54,282,1442,1778,,
11/5/2024,"BLAINE","BLAINE COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,9,9,2,"NO",,53,301,1325,1679,,
11/5/2024,"BLAINE","BLAINE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,9,9,1,"YES",,58,311,1550,1919,,
11/5/2024,"BLAINE","BLAINE COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,9,9,2,"NO",,50,264,1187,1501,,
11/5/2024,"BLAINE","BLAINE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,9,9,1,"YES",,59,297,1560,1916,,
11/5/2024,"BLAINE","BLAINE COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,9,9,2,"NO",,49,275,1177,1501,,
11/5/2024,"BLAINE","BLAINE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,9,9,1,"YES",,56,294,1544,1894,,
11/5/2024,"BLAINE","BLAINE COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,9,9,2,"NO",,52,277,1187,1516,,
11/5/2024,"BLAINE","BLAINE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,9,9,1,"YES",,57,276,1393,1726,,
11/5/2024,"BLAINE","BLAINE COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,9,9,2,"NO",,51,293,1335,1679,,
11/5/2024,"BLAINE","BLAINE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,9,9,1,"YES",,55,291,1436,1782,,
11/5/2024,"BLAINE","BLAINE COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,9,9,2,"NO",,51,277,1294,1622,,
11/5/2024,"BLAINE","BLAINE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,9,9,1,"YES",,55,282,1442,1779,,
11/5/2024,"BLAINE","BLAINE COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,9,9,2,"NO",,52,288,1290,1630,,
11/5/2024,"BLAINE","BLAINE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,9,9,1,"FOR THE PROPOSAL - YES",,38,205,1108,1351,,
11/5/2024,"BLAINE","BLAINE COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,9,9,2,"AGAINST THE PROPOSAL - NO",,73,404,1705,2182,,
11/5/2024,"BLAINE","BLAINE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,9,9,1,"FOR THE PROPOSAL - YES",,107,549,2525,3181,,
11/5/2024,"BLAINE","BLAINE COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,9,9,2,"AGAINST THE PROPOSAL - NO",,8,81,342,431,,
11/5/2024,"BLAINE","TOWN OF OKEENE",40601,"PROPOSITION  TOWN OF OKEENE",,1,1,1,"FOR THE PROPOSITION - YES",,11,20,290,321,,
11/5/2024,"BLAINE","TOWN OF OKEENE",40601,"PROPOSITION  TOWN OF OKEENE",,1,1,2,"AGAINST THE PROPOSITION - NO",,7,6,93,106,,
11/5/2024,"BRYAN","BRYAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,1,"CHASE OLIVER | MIKE TER MAAT",LIB,4,11,49,64,,
11/5/2024,"BRYAN","BRYAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,2,"DONALD J. TRUMP | JD VANCE",REP,348,2717,10934,13999,,
11/5/2024,"BRYAN","BRYAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,3,"KAMALA D. HARRIS | TIM WALZ",DEM,243,805,2521,3569,,
11/5/2024,"BRYAN","BRYAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,2,19,124,145,,
11/5/2024,"BRYAN","BRYAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,25,25,5,"CHRIS GARRITY | CODY BALLARD",IND,2,4,29,35,,
11/5/2024,"BRYAN","BRYAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,1,"CHAD WILLIAMS",LIB,31,195,883,1109,,
11/5/2024,"BRYAN","BRYAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,2,"J. BRIAN BINGMAN",REP,333,2541,10025,12899,,
11/5/2024,"BRYAN","BRYAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,25,25,3,"HAROLD D SPRADLING",DEM,215,755,2454,3424,,
11/5/2024,"BRYAN","BRYAN COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,1,"JOSH BRECHEEN",REP,338,2654,10445,13437,,
11/5/2024,"BRYAN","BRYAN COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,2,"BRANDON WADE",DEM,232,760,2435,3427,,
11/5/2024,"BRYAN","BRYAN COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",,25,25,3,"RONNIE HOPKINS",IND,15,110,612,737,,
11/5/2024,"BRYAN","BRYAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,25,25,1,"YES",,303,1563,6052,7918,,
11/5/2024,"BRYAN","BRYAN COUNTY",20003,"SUPREME COURT DISTRICT 3",,25,25,2,"NO",,201,1536,6157,7894,,
11/5/2024,"BRYAN","BRYAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,25,25,1,"YES",,299,1554,5922,7775,,
11/5/2024,"BRYAN","BRYAN COUNTY",20004,"SUPREME COURT DISTRICT 4",,25,25,2,"NO",,206,1534,6244,7984,,
11/5/2024,"BRYAN","BRYAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,25,25,1,"YES",,292,1581,6231,8104,,
11/5/2024,"BRYAN","BRYAN COUNTY",20007,"SUPREME COURT DISTRICT 7",,25,25,2,"NO",,209,1512,5938,7659,,
11/5/2024,"BRYAN","BRYAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,25,25,1,"YES",,312,1996,7648,9956,,
11/5/2024,"BRYAN","BRYAN COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,25,25,2,"NO",,176,1023,4292,5491,,
11/5/2024,"BRYAN","BRYAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,25,25,1,"YES",,320,2052,7759,10131,,
11/5/2024,"BRYAN","BRYAN COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,25,25,2,"NO",,161,929,3963,5053,,
11/5/2024,"BRYAN","BRYAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,25,25,1,"YES",,318,1848,7086,9252,,
11/5/2024,"BRYAN","BRYAN COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,25,25,2,"NO",,161,1138,4616,5915,,
11/5/2024,"BRYAN","BRYAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,25,25,1,"YES",,298,1988,7502,9788,,
11/5/2024,"BRYAN","BRYAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,25,25,2,"NO",,182,998,4157,5337,,
11/5/2024,"BRYAN","BRYAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,25,25,1,"YES",,306,1980,7591,9877,,
11/5/2024,"BRYAN","BRYAN COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,25,25,2,"NO",,174,988,4029,5191,,
11/5/2024,"BRYAN","BRYAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,25,25,1,"YES",,297,1967,7494,9758,,
11/5/2024,"BRYAN","BRYAN COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,25,25,2,"NO",,181,994,4127,5302,,
11/5/2024,"BRYAN","BRYAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,25,25,1,"YES",,315,1843,6969,9127,,
11/5/2024,"BRYAN","BRYAN COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,25,25,2,"NO",,162,1127,4639,5928,,
11/5/2024,"BRYAN","BRYAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,25,25,1,"YES",,304,1927,7256,9487,,
11/5/2024,"BRYAN","BRYAN COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,25,25,2,"NO",,172,1031,4340,5543,,
11/5/2024,"BRYAN","BRYAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,25,25,1,"YES",,303,1930,7190,9423,,
11/5/2024,"BRYAN","BRYAN COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,25,25,2,"NO",,171,1035,4398,5604,,
11/5/2024,"BRYAN","BRYAN COUNTY",30003,"PROPOSITION NO. 1",,25,25,1,"FOR THE PROPOSITION - YES",,286,1474,5532,7292,,
11/5/2024,"BRYAN","BRYAN COUNTY",30003,"PROPOSITION NO. 1",,25,25,2,"AGAINST THE PROPOSITION - NO",,275,1989,7805,10069,,
11/5/2024,"BRYAN","BRYAN COUNTY",30004,"PROPOSITION NO. 2",,25,25,1,"FOR THE PROPOSITION - YES",,266,1449,5232,6947,,
11/5/2024,"BRYAN","BRYAN COUNTY",30004,"PROPOSITION NO. 2",,25,25,2,"AGAINST THE PROPOSITION - NO",,297,2003,8077,10377,,
11/5/2024,"BRYAN","BRYAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,25,25,1,"FOR THE PROPOSAL - YES",,198,1384,4939,6521,,
11/5/2024,"BRYAN","BRYAN COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,25,25,2,"AGAINST THE PROPOSAL - NO",,326,1738,7247,9311,,
11/5/2024,"BRYAN","BRYAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,25,25,1,"FOR THE PROPOSAL - YES",,421,2716,10992,14129,,
11/5/2024,"BRYAN","BRYAN COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,25,25,2,"AGAINST THE PROPOSAL - NO",,117,505,1523,2145,,
11/5/2024,"BRYAN","TOWN OF CALERA",40701,"PROPOSITION  TOWN OF CALERA",,3,3,1,"FOR THE PROPOSITION - YES",,12,74,364,450,,
11/5/2024,"BRYAN","TOWN OF CALERA",40701,"PROPOSITION  TOWN OF CALERA",,3,3,2,"AGAINST THE PROPOSITION - NO",,15,69,384,468,,
11/5/2024,"CADDO","CADDO COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,1,"CHASE OLIVER | MIKE TER MAAT",LIB,3,7,42,52,,
11/5/2024,"CADDO","CADDO COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,2,"DONALD J. TRUMP | JD VANCE",REP,182,1023,5681,6886,,
11/5/2024,"CADDO","CADDO COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,3,"KAMALA D. HARRIS | TIM WALZ",DEM,113,399,1902,2414,,
11/5/2024,"CADDO","CADDO COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,2,8,101,111,,
11/5/2024,"CADDO","CADDO COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,14,14,5,"CHRIS GARRITY | CODY BALLARD",IND,2,7,24,33,,
11/5/2024,"CADDO","CADDO COUNTY",10002,"FOR CORPORATION COMMISSIONER",,14,14,1,"CHAD WILLIAMS",LIB,21,77,493,591,,
11/5/2024,"CADDO","CADDO COUNTY",10002,"FOR CORPORATION COMMISSIONER",,14,14,2,"J. BRIAN BINGMAN",REP,164,960,5195,6319,,
11/5/2024,"CADDO","CADDO COUNTY",10002,"FOR CORPORATION COMMISSIONER",,14,14,3,"HAROLD D SPRADLING",DEM,113,388,1930,2431,,
11/5/2024,"CADDO","CADDO COUNTY",20003,"SUPREME COURT DISTRICT 3",,14,14,1,"YES",,137,618,3423,4178,,
11/5/2024,"CADDO","CADDO COUNTY",20003,"SUPREME COURT DISTRICT 3",,14,14,2,"NO",,136,728,3770,4634,,
11/5/2024,"CADDO","CADDO COUNTY",20004,"SUPREME COURT DISTRICT 4",,14,14,1,"YES",,136,608,3361,4105,,
11/5/2024,"CADDO","CADDO COUNTY",20004,"SUPREME COURT DISTRICT 4",,14,14,2,"NO",,136,729,3795,4660,,
11/5/2024,"CADDO","CADDO COUNTY",20007,"SUPREME COURT DISTRICT 7",,14,14,1,"YES",,139,626,3521,4286,,
11/5/2024,"CADDO","CADDO COUNTY",20007,"SUPREME COURT DISTRICT 7",,14,14,2,"NO",,135,712,3659,4506,,
11/5/2024,"CADDO","CADDO COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,14,14,1,"YES",,152,764,4222,5138,,
11/5/2024,"CADDO","CADDO COUNTY",20010,"COURT OF CRIMINAL APPEALS DISTRICT 1",,14,14,2,"NO",,117,548,2807,3472,,
11/5/2024,"CADDO","CADDO COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,14,14,1,"YES",,154,776,4248,5178,,
11/5/2024,"CADDO","CADDO COUNTY",20013,"COURT OF CRIMINAL APPEALS DISTRICT 4",,14,14,2,"NO",,115,539,2784,3438,,
11/5/2024,"CADDO","CADDO COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,14,14,1,"YES",,159,728,4034,4921,,
11/5/2024,"CADDO","CADDO COUNTY",20014,"COURT OF CRIMINAL APPEALS DISTRICT 5",,14,14,2,"NO",,109,586,2998,3693,,
11/5/2024,"CADDO","CADDO COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,14,14,1,"YES",,159,780,4290,5229,,
11/5/2024,"CADDO","CADDO COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2",,14,14,2,"NO",,108,541,2675,3324,,
11/5/2024,"CADDO","CADDO COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,14,14,1,"YES",,162,788,4219,5169,,
11/5/2024,"CADDO","CADDO COUNTY",20022,"COURT OF CIVIL APPEALS DISTRICT 4 - OFFICE 2",,14,14,2,"NO",,106,537,2726,3369,,
11/5/2024,"CADDO","CADDO COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,14,14,1,"YES",,156,787,4171,5114,,
11/5/2024,"CADDO","CADDO COUNTY",20023,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 1",,14,14,2,"NO",,113,533,2758,3404,,
11/5/2024,"CADDO","CADDO COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,14,14,1,"YES",,155,756,3966,4877,,
11/5/2024,"CADDO","CADDO COUNTY",20024,"COURT OF CIVIL APPEALS DISTRICT 5 - OFFICE 2",,14,14,2,"NO",,111,564,2978,3653,,
11/5/2024,"CADDO","CADDO COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,14,14,1,"YES",,155,766,4022,4943,,
11/5/2024,"CADDO","CADDO COUNTY",20025,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 1",,14,14,2,"NO",,112,557,2924,3593,,
11/5/2024,"CADDO","CADDO COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,14,14,1,"YES",,160,751,3939,4850,,
11/5/2024,"CADDO","CADDO COUNTY",20026,"COURT OF CIVIL APPEALS DISTRICT 6 - OFFICE 2",,14,14,2,"NO",,106,572,3014,3692,,
11/5/2024,"CADDO","CADDO COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,14,14,1,"FOR THE PROPOSAL - YES",,112,547,2805,3464,,
11/5/2024,"CADDO","CADDO COUNTY",30010,"STATE QUESTION NO. 833 LEGISLATIVE REFERENDUM NO. 376",,14,14,2,"AGAINST THE PROPOSAL - NO",,161,801,4426,5388,,
11/5/2024,"CADDO","CADDO COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,14,14,1,"FOR THE PROPOSAL - YES",,242,1184,6351,7777,,
11/5/2024,"CADDO","CADDO COUNTY",30011,"STATE QUESTION NO. 834 LEGISLATIVE REFERENDUM NO. 377",,14,14,2,"AGAINST THE PROPOSAL - NO",,44,203,1024,1271,,
11/5/2024,"CADDO","CITY OF ANADARKO",40801,"FOR MAYOR (UNEXPIRED TERM)  CITY OF ANADARKO",,3,3,1,"KELLEY McGLOTHLIN",,21,154,429,604,CADDO
11/5/2024,"CADDO","CITY OF ANADARKO",40801,"FOR MAYOR (UNEXPIRED TERM)  CITY OF ANADARKO",,3,3,2,"PATRICK MICHAEL HAYES",,3,34,138,175,CADDO
11/5/2024,"CADDO","CITY OF ANADARKO",40801,"FOR MAYOR (UNEXPIRED TERM)  CITY OF ANADARKO",,3,3,3,"JOHN McCASLAND",,18,209,490,717,CADDO
11/5/2024,"CANADIAN","CANADIAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,60,60,1,"CHASE OLIVER | MIKE TER MAAT",LIB,36,59,357,452,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,60,60,2,"DONALD J. TRUMP | JD VANCE",REP,3264,12522,34765,50551,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,60,60,3,"KAMALA D. HARRIS | TIM WALZ",DEM,2575,4827,13636,21038,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,60,60,4,"ROBERT F. KENNEDY JR. | NICOLE SHANAHAN",IND,56,95,624,775,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10001,"ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,60,60,5,"CHRIS GARRITY | CODY BALLARD",IND,24,32,202,258,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,60,60,1,"CHAD WILLIAMS",LIB,399,1044,4471,5914,,
11/5/2024,"CANADIAN","CANADIAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,60,60,2,"J. BRIAN BINGMAN",REP,3243,12072,32583,47898,,
